num_points_raw,file_size,bpp,num_points,enc_time,all_enc_time,dec_time,all_dec_time,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",offset_mseF      (p2point),"offset_mseF,PSNR (p2point)",offset_mseF      (p2plane),"offset_mseF,PSNR (p2plane)",rate
119951.68181818182,1909184.2909090908,15.939663636363635,119951.68181818182,8.889090909090909,9.069236363636366,8.05100909090909,8.220209090909092,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0
119951.68181818182,1608825.0909090908,13.434563636363636,119951.28181818183,7.499590909090909,7.683054545454545,6.5104727272727265,6.679890909090909,1.499884727272727,92.55306636363638,0.49993180000000004,97.32455363636363,1.4998794545454543,92.55308363636364,0.4999591181818182,97.32431727272727,1.0
119951.68181818182,1295247.2000000002,10.819909090909091,119944.57272727271,5.561427272727273,5.7439,4.918945454545455,5.08840909090909,4.500259909090908,87.78126636363636,1.4998219999999998,92.55326909090908,4.484780363636364,87.79625363636363,1.490972818181818,92.57898727272728,2.0
119951.68181818182,1009833.018181818,8.440281818181818,119767.66363636362,3.7382000000000004,3.920563636363637,3.320054545454545,3.48720909090909,16.49513545454545,82.14008727272729,5.497506727272728,86.91201090909091,15.769770909090907,82.33568181818181,5.118578818181818,87.22251636363637,3.0
119951.68181818182,746084.2909090909,6.241336363636363,117404.96363636367,2.0008000000000004,2.1827636363636365,1.8331636363636363,1.997118181818182,64.51208909090909,76.21723818181819,21.469821818181817,80.99540727272728,53.2399890909091,77.05490909090908,16.226412727272727,82.21631090909092,4.0
119951.68181818182,480978.61818181816,4.029745454545455,103601.43636363637,1.7609272727272727,1.9429727272727275,1.602145454545454,1.7473636363636365,256.3304363636364,70.22565272727273,85.78048181818181,74.97998272727273,188.78531818181818,71.5650618181818,54.90105363636363,76.93384818181818,5.0
119951.68181818182,277594.54545454547,2.3317272727272726,76914.95454545454,1.5274545454545454,1.7098545454545457,1.3694454545454546,1.4775272727272728,1023.6746363636362,64.21208454545456,345.72223636363634,68.92683727272727,716.2874272727273,65.77721272727273,201.26750909090907,71.30255272727273,6.0
119951.68181818182,138744.4363636364,1.1695909090909091,47267.2090909091,1.301609090909091,1.4857272727272728,1.1343363636363637,1.2013181818181817,4085.587090909091,58.201491818181815,1383.7995454545453,62.90440909090909,2909.002363636364,59.68645636363636,742.3844181818182,65.63873909090908,7.0
119951.68181818182,62023.34545454546,0.5241909090909092,24497.136363636364,1.0918545454545454,1.2741636363636364,0.9211727272727273,0.9563000000000001,16595.54272727273,52.115193636363635,5710.555363636363,56.75211090909091,11811.775454545454,53.596716363636354,2751.5932727272734,59.953316363636354,8.0
119951.68181818182,25409.018181818185,0.21463636363636365,10977.363636363636,0.9179454545454546,1.1017727272727273,0.7387181818181818,0.7553636363636363,68238.28909090908,45.97690181818182,23210.712727272734,50.666498181818184,48140.38636363636,47.49199999999999,10290.904,54.2075590909091,9.0
